poi_id,ict_id,radio_type,ground_distance,antenna_los_distance,azimuth_angle,geometry,is_visible,num_visible,order
8dc18b71-d2aa-4396-aed1-3918a7c78302,9bf2da9d-9ce0-45d5-8274-dc8a36aa2645,4G,1278,1284,110.42,"LINESTRING (1.540372474 39.08134747, 1.5542522572113824 39.07733619774327)",True,1,1
f1258afa-9fe6-46f8-89a4-75826b810986,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,1874,1874,233.25,"LINESTRING (1.409553323 38.89320415, 1.3922060476891158 38.88311876253912)",True,3,1
f1258afa-9fe6-46f8-89a4-75826b810986,3dc41fb4-667b-4673-b553-2998678bb0e3,4G,2977,2979,359.74,"LINESTRING (1.409553323 38.89320415, 1.4093966113233234 38.91997836109023)",True,3,3
f1258afa-9fe6-46f8-89a4-75826b810986,22d699dd-ade7-497f-9730-432fa3700c46,3G,2937,2937,299.74,"LINESTRING (1.409553323 38.89320415, 1.3800854230256565 38.9062992785694)",True,3,2
8c0900aa-9916-48a2-81a7-783bb859d57c,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,4G,5007,5018,145.9,"LINESTRING (1.276045852 38.90932032, 1.3084716333709348 38.87203255905634)",True,3,1
8c0900aa-9916-48a2-81a7-783bb859d57c,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,5995,6005,133.51,"LINESTRING (1.276045852 38.90932032, 1.3262742986742686 38.8721881823533)",True,3,2
8c0900aa-9916-48a2-81a7-783bb859d57c,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,4G,7839,7842,50.1,"LINESTRING (1.276045852 38.90932032, 1.3455941961097526 38.9545135868109)",True,3,3
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,924,924,143.38,"LINESTRING (1.385841056 38.88978634, 1.3922060476891158 38.88311876253912)",True,3,1
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,22d699dd-ade7-497f-9730-432fa3700c46,3G,1903,1903,344.82,"LINESTRING (1.385841056 38.88978634, 1.3800854230256565 38.9062992785694)",True,3,2
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,86818972-6723-46e5-9916-af01c2be5383,4G,2148,65560,183.48,"LINESTRING (1.385841056 38.88978634, 1.384334677393355 38.87050132158264)",True,3,3
316677be-d43e-4119-ac88-7b54e561fb17,cd272128-4c9b-4ef7-b909-6f8eea7c0efc,4G,2674,2674,315.11,"LINESTRING (1.454736686 39.0051067, 1.4328931164379757 39.02213746198865)",True,3,1
316677be-d43e-4119-ac88-7b54e561fb17,bb096899-b7a2-482a-9f58-7dbbb86d0cd3,3G,4056,4057,305.01,"LINESTRING (1.454736686 39.0051067, 1.4162749127785426 39.02602861664931)",True,3,3
316677be-d43e-4119-ac88-7b54e561fb17,7ef7da58-1464-499a-8ad3-ea784e07446a,4G,3959,3959,277.3,"LINESTRING (1.454736686 39.0051067, 1.4092926255061942 39.00962143087611)",True,3,2
d37197f2-d992-4674-a45f-4edfec32eb68,d3943d1d-2fd9-4e0e-82b3-e0d977692844,4G,7323,7324,105.31,"LINESTRING (1.382562293 38.94475765, 1.464216761368047 38.92733764400614)",True,1,1
cda6e0d7-8641-4943-94e7-997c3a504b43,513c3ccb-6937-45ba-8f49-e8b7bb12423a,4G,989,989,264.65,"LINESTRING (1.330989881 38.94270256, 1.3196026159899563 38.941873273730245)",True,3,1
cda6e0d7-8641-4943-94e7-997c3a504b43,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,4G,1822,1822,43.88,"LINESTRING (1.330989881 38.94270256, 1.3455941961097526 38.9545135868109)",True,3,2
cda6e0d7-8641-4943-94e7-997c3a504b43,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,2076,2080,258.57,"LINESTRING (1.330989881 38.94270256, 1.3074686023842217 38.93899999540557)",True,3,3
8955c08a-d3a8-4dd0-872a-09489285a97a,,,,,,,False,0,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,a4c3eba3-efee-4b4a-86aa-08e76a013113,4G,2436,2437,170.85,"LINESTRING (1.361241211 38.8986367, 1.365715302334365 38.87700757837964)",True,3,1
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,f448eb06-a5b3-4343-859c-5a2d27ffe253,3G,2462,2462,208.53,"LINESTRING (1.361241211 38.8986367, 1.3476573236181475 38.879183893491856)",True,3,2
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,3187,3188,122.77,"LINESTRING (1.361241211 38.8986367, 1.3922060476891158 38.88311876253912)",True,3,3
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,,,,,,,False,0,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,19d2196d-3b4a-4dea-b5f2-ad9280714af0,3G,1026,1026,69.2,"LINESTRING (1.515630846 38.97524865, 1.5267274282618262 38.978525665695)",True,3,1
9c0cf673-558f-47f4-b008-68872ebfd0a1,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,2985,2985,61.91,"LINESTRING (1.515630846 38.97524865, 1.546099731137311 38.98788510647062)",True,3,2
9c0cf673-558f-47f4-b008-68872ebfd0a1,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,4307,4307,60.25,"LINESTRING (1.515630846 38.97524865, 1.5588949736709776 38.994459016552206)",True,3,3
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,144e8fc3-5bbf-4867-b6e7-67dac7dad7e4,4G,785,785,192.32,"LINESTRING (1.369830696 38.98125539, 1.3678924622333437 38.97435594411141)",True,3,1
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,786cabc6-e800-409d-931f-fe3d1e33b522,4G,979,979,165.3,"LINESTRING (1.369830696 38.98125539, 1.3727026472159556 38.97274207311786)",True,3,2
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,cf18352b-f1f9-47e4-877a-8cc1b7cca651,4G,1398,1398,123.19,"LINESTRING (1.369830696 38.98125539, 1.3833604193535785 38.974372986696494)",True,3,3
18f3f320-cd31-4249-829c-71d90dc9a918,,,,,,,False,0,1
c397425a-2403-401c-a663-74d40571c94a,487da0fa-b139-470b-9062-fc769b2808f4,3G,2146,2149,209.47,"LINESTRING (1.321503371 38.99706412, 1.309286074952894 38.98025891997847)",True,3,1
c397425a-2403-401c-a663-74d40571c94a,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4G,4010,4011,208.4,"LINESTRING (1.321503371 38.99706412, 1.2994456145350086 38.96533694633572)",True,3,2
c397425a-2403-401c-a663-74d40571c94a,0b7e128c-f459-4d22-815f-0e5edbf9bf06,3G,4038,4040,219.03,"LINESTRING (1.321503371 38.99706412, 1.2920899576282965 38.968846448477805)",True,3,3
77e031da-1d23-48c2-853e-25d1830dabd1,300a1494-68dc-4cb7-9825-1b8d98f07c6e,3G,2789,2789,210.58,"LINESTRING (1.455433486 39.02280274, 1.4390189618244142 39.00121057347411)",True,3,1
77e031da-1d23-48c2-853e-25d1830dabd1,194a1da5-5c5b-40ab-8529-3896e18d32af,3G,4077,4078,65.44,"LINESTRING (1.455433486 39.02280274, 1.49836627499455 39.03803633637922)",True,3,2
77e031da-1d23-48c2-853e-25d1830dabd1,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,5338,5339,196.06,"LINESTRING (1.455433486 39.02280274, 1.4383532678871531 38.97666489861615)",True,3,3
4bb7174d-f3a5-485b-bd5d-423a370c713d,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,628,628,196.54,"LINESTRING (1.548169891 38.99330314, 1.546099731137311 38.98788510647062)",True,3,1
4bb7174d-f3a5-485b-bd5d-423a370c713d,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,936,936,82.1,"LINESTRING (1.548169891 38.99330314, 1.5588949736709776 38.994459016552206)",True,3,2
4bb7174d-f3a5-485b-bd5d-423a370c713d,ad9f5591-f2fd-4ec6-a35f-31c4fb8d7013,4G,1695,1695,339.26,"LINESTRING (1.548169891 38.99330314, 1.5412244794154777 39.00755451913546)",True,3,3
0b373675-de87-476b-9262-a0f7d9fe97c7,300a1494-68dc-4cb7-9825-1b8d98f07c6e,3G,1864,1864,40.35,"LINESTRING (1.425056641 38.98843938, 1.4390189618244142 39.00121057347411)",True,3,1
0b373675-de87-476b-9262-a0f7d9fe97c7,23131082-f9bf-4ab5-91b3-23111c4bf241,4G,2343,2343,153.09,"LINESTRING (1.425056641 38.98843938, 1.437323756024553 38.96964746065793)",True,3,2
0b373675-de87-476b-9262-a0f7d9fe97c7,ee2c797f-0987-4a5d-8b19-20d30e0d33a5,4G,2640,2641,58.52,"LINESTRING (1.425056641 38.98843938, 1.451110324725679 39.00083595334589)",True,3,3
775b863e-688e-45e8-b12e-956a3144bd35,b73da8f1-6805-465c-813c-48d491331849,3G,902,902,94.94,"LINESTRING (1.408712151 38.98212655, 1.4191074273650623 38.98142782247335)",True,3,1
775b863e-688e-45e8-b12e-956a3144bd35,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,2633,2633,103.33,"LINESTRING (1.408712151 38.98212655, 1.4383532678871531 38.97666489861615)",True,3,2
775b863e-688e-45e8-b12e-956a3144bd35,23131082-f9bf-4ab5-91b3-23111c4bf241,4G,2836,2836,119.28,"LINESTRING (1.408712151 38.98212655, 1.437323756024553 38.96964746065793)",True,3,3
e34166df-938f-4a6a-8297-8e62472c190a,,,,,,,False,0,1
a11c1795-c1ad-4000-8ddf-23879414c25d,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,6447,6451,120.53,"LINESTRING (1.262128614 38.90165325, 1.3262742986742686 38.8721881823533)",True,3,1
a11c1795-c1ad-4000-8ddf-23879414c25d,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,4G,11333,11335,119.88,"LINESTRING (1.262128614 38.90165325, 1.3755994038329078 38.85081993416053)",True,3,2
a11c1795-c1ad-4000-8ddf-23879414c25d,54f7a596-d5a1-4031-84c5-5d4b61b7cbca,4G,11688,11691,114.92,"LINESTRING (1.262128614 38.90165325, 1.384545701871246 38.857298141284986)",True,3,3
20de2790-fc66-422b-a12f-6a5f65c00470,9b7721b1-6a5e-43a2-8f80-1acb26fe8bc9,2G,1652,1652,354.33,"LINESTRING (1.432341493 38.91804214, 1.4304547494166149 38.932825348001465)",True,3,1
20de2790-fc66-422b-a12f-6a5f65c00470,3dc41fb4-667b-4673-b553-2998678bb0e3,4G,1997,2000,276.2,"LINESTRING (1.432341493 38.91804214, 1.4093966113233234 38.91997836109023)",True,3,2
20de2790-fc66-422b-a12f-6a5f65c00470,d3943d1d-2fd9-4e0e-82b3-e0d977692844,4G,2945,2945,69.44,"LINESTRING (1.432341493 38.91804214, 1.464216761368047 38.92733764400614)",True,3,3
ef55a242-71c2-4895-9d7f-7cc87011cc24,a4c3eba3-efee-4b4a-86aa-08e76a013113,4G,2261,2261,153.56,"LINESTRING (1.354087839 38.89521462, 1.365715302334365 38.87700757837964)",True,3,1
ef55a242-71c2-4895-9d7f-7cc87011cc24,b8f4d0b2-ca90-446a-804e-9b30410c4533,4G,3714,3715,157.35,"LINESTRING (1.354087839 38.89521462, 1.370604464141267 38.86438666461446)",True,3,2
ef55a242-71c2-4895-9d7f-7cc87011cc24,86818972-6723-46e5-9916-af01c2be5383,4G,3796,65586,136.38,"LINESTRING (1.354087839 38.89521462, 1.384334677393355 38.87050132158264)",True,3,3
8212c26b-ccf0-4c70-8c8b-0bd759f2cbff,4d34a5ce-ee40-4a87-86f1-8b0d6291d09c,4G,3042,3043,338.33,"LINESTRING (1.30925045 38.90089976, 1.2962692461014558 38.92632025796543)",True,1,1
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,0b7e128c-f459-4d22-815f-0e5edbf9bf06,3G,4246,4247,7.11,"LINESTRING (1.286008074 38.9309528, 1.2920899576282965 38.968846448477805)",True,3,1
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,51d1fd1e-9f9f-4306-86ce-b481ea158cbc,4G,10990,10991,31.03,"LINESTRING (1.286008074 38.9309528, 1.3515741537134394 39.01563357695425)",True,3,2
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,d06017e7-a685-4ad1-be7e-2222dabec53e,4G,15407,15410,20.95,"LINESTRING (1.286008074 38.9309528, 1.3498006139914798 39.06033953845152)",True,3,3
ba2f6994-38f1-4619-a7ee-4c6569749c21,300a1494-68dc-4cb7-9825-1b8d98f07c6e,3G,896,897,336.11,"LINESTRING (1.443218896 38.99384263, 1.4390189618244142 39.00121057347411)",True,3,1
ba2f6994-38f1-4619-a7ee-4c6569749c21,ee2c797f-0987-4a5d-8b19-20d30e0d33a5,4G,1034,1035,41.25,"LINESTRING (1.443218896 38.99384263, 1.451110324725679 39.00083595334589)",True,3,2
ba2f6994-38f1-4619-a7ee-4c6569749c21,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,1956,1956,192.42,"LINESTRING (1.443218896 38.99384263, 1.4383532678871531 38.97666489861615)",True,3,3
19e7719f-cf3d-456a-9aac-b00ec55013e1,fb251990-900a-4d68-bc54-a6eee459cfd0,3G,2786,2798,271.27,"LINESTRING (1.439501167 39.06687031, 1.407236660723952 39.06741998446852)",True,2,1
19e7719f-cf3d-456a-9aac-b00ec55013e1,13414708-c17e-4de8-ad66-bd810ec9767e,4G,3923,3932,241.88,"LINESTRING (1.439501167 39.06687031, 1.3994292389999896 39.05023660832818)",True,2,2
bbd7b668-8b8e-4b87-ac89-64a54c379f53,,,,,,,False,0,1
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,9c3f9c22-3cdb-41ce-8c9d-f52ce96c4daa,4G,1202,1204,188.47,"LINESTRING (1.320599286 38.96558957, 1.318550784344911 38.9548935512878)",True,3,1
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,487da0fa-b139-470b-9062-fc769b2808f4,3G,1902,1902,329.06,"LINESTRING (1.320599286 38.96558957, 1.309286074952894 38.98025891997847)",True,3,3
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4G,1829,1829,269.13,"LINESTRING (1.320599286 38.96558957, 1.2994456145350086 38.96533694633572)",True,3,2
760b035f-e361-4d37-a95f-5b6f7ac93bbf,e2e79fa7-3b7b-4e6c-8cfe-f9aed4ca8e21,4G,389,389,174.05,"LINESTRING (1.460825577 39.05118032, 1.461292055293418 39.0477044252903)",True,3,1
760b035f-e361-4d37-a95f-5b6f7ac93bbf,a65c910b-4128-45d7-bf6c-9fa71814e48e,4G,673,674,225.51,"LINESTRING (1.460825577 39.05118032, 1.4552640927764875 39.04693707643987)",True,3,3
760b035f-e361-4d37-a95f-5b6f7ac93bbf,39f646da-909f-4322-826e-cd7a8dbf26b6,3G,665,665,241.6,"LINESTRING (1.460825577 39.05118032, 1.454052749511561 39.04833570420335)",True,3,2
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,b7e54fbf-12f0-4795-8b99-fa36fee9747a,3G,1052,1053,38.2,"LINESTRING (1.247868859 38.86134812, 1.2553861252826088 38.86878519995628)",True,3,1
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,4G,5380,5382,77.22,"LINESTRING (1.247868859 38.86134812, 1.3084716333709348 38.87203255905634)",True,3,2
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,6894,6896,79.91,"LINESTRING (1.247868859 38.86134812, 1.3262742986742686 38.8721881823533)",True,3,3
be8f9691-55af-4940-97d8-10d548687c18,bb91980b-c9bb-46ba-81f5-3f18f4540ef8,4G,176,176,48.89,"LINESTRING (1.540936116 39.01717741, 1.5424678462297283 39.01821607967085)",True,3,1
be8f9691-55af-4940-97d8-10d548687c18,0334328f-7fcf-4c40-8570-8a2587488d22,2G,873,873,217.38,"LINESTRING (1.540936116 39.01717741, 1.5348033104062826 39.010938799772056)",True,3,2
be8f9691-55af-4940-97d8-10d548687c18,ad9f5591-f2fd-4ec6-a35f-31c4fb8d7013,4G,1070,1070,178.67,"LINESTRING (1.540936116 39.01717741, 1.5412244794154777 39.00755451913546)",True,3,3
5a88dfd9-2448-4643-8446-ec81f79f236e,dfc3dbe8-ec80-4a71-9305-61a4384c91d6,4G,930,930,204.71,"LINESTRING (1.450226287 38.96340292, 1.4457286594381331 38.95580263820795)",True,3,1
5a88dfd9-2448-4643-8446-ec81f79f236e,23131082-f9bf-4ab5-91b3-23111c4bf241,4G,1314,1314,301.91,"LINESTRING (1.450226287 38.96340292, 1.437323756024553 38.96964746065793)",True,3,2
5a88dfd9-2448-4643-8446-ec81f79f236e,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,1797,1797,325.16,"LINESTRING (1.450226287 38.96340292, 1.4383532678871531 38.97666489861615)",True,3,3
867858ee-0194-44a4-9131-e0521a37c6e6,8a4cfe6a-ce1a-4096-84dc-be09b32b8567,4G,3638,3641,151.61,"LINESTRING (1.288493327 38.90081458, 1.3084716333709348 38.87203255905634)",True,3,1
867858ee-0194-44a4-9131-e0521a37c6e6,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,4563,4566,134.22,"LINESTRING (1.288493327 38.90081458, 1.3262742986742686 38.8721881823533)",True,3,2
867858ee-0194-44a4-9131-e0521a37c6e6,5ef608e3-60c4-4894-8ac2-57ab0d0e55c9,4G,9368,9369,126.37,"LINESTRING (1.288493327 38.90081458, 1.3755994038329078 38.85081993416053)",True,3,3
74529871-b1ea-4c57-8874-709bf7554e64,,,,,,,False,0,1
7e46c9a8-b75f-4513-8418-4fb058a32b0f,d06017e7-a685-4ad1-be7e-2222dabec53e,4G,1470,1470,48.49,"LINESTRING (1.337051623 39.05158039, 1.3498006139914798 39.06033953845152)",True,3,1
7e46c9a8-b75f-4513-8418-4fb058a32b0f,eaf88620-bbe3-4e6b-8935-d2faae7abb80,4G,5293,5295,124.63,"LINESTRING (1.337051623 39.05158039, 1.3874682102728169 39.02451633419314)",True,3,2
7e46c9a8-b75f-4513-8418-4fb058a32b0f,dfc3dbe8-ec80-4a71-9305-61a4384c91d6,4G,14199,14202,138.56,"LINESTRING (1.337051623 39.05158039, 1.4457286594381331 38.95580263820795)",True,3,3
033ae344-5dde-4ee7-8abd-9c83729197bf,227de9dd-240d-47c6-a2f6-91f1fc9a77e8,4G,610,611,308.84,"LINESTRING (1.245338784 38.91547977, 1.239843424607913 38.91892195006387)",True,1,1
f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5,,,,,,,False,0,1
3c1b571e-ab30-4c81-832d-51bdfef51bba,0b7e128c-f459-4d22-815f-0e5edbf9bf06,3G,591,591,106.3,"LINESTRING (1.2855323 38.97033793, 1.2920899576282965 38.968846448477805)",True,3,1
3c1b571e-ab30-4c81-832d-51bdfef51bba,1fd92561-71d6-4f82-a50b-314eaeb2bb3a,4G,1325,1325,114.81,"LINESTRING (1.2855323 38.97033793, 1.2994456145350086 38.96533694633572)",True,3,2
3c1b571e-ab30-4c81-832d-51bdfef51bba,166dd518-eb60-49fa-bcf3-d53b8a932de9,3G,2274,2276,152.86,"LINESTRING (1.2855323 38.97033793, 1.297525476891083 38.95213926562389)",True,3,3
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,2a93aa5f-1b07-4e1b-ab61-4e89f497c619,3G,788,788,78.63,"LINESTRING (1.418651684 39.00303877, 1.4275880886662429 39.00443476208089)",True,3,1
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,7ef7da58-1464-499a-8ad3-ea784e07446a,4G,1091,1091,312.15,"LINESTRING (1.418651684 39.00303877, 1.4092926255061942 39.00962143087611)",True,3,2
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,300a1494-68dc-4cb7-9825-1b8d98f07c6e,3G,1772,1772,96.58,"LINESTRING (1.418651684 39.00303877, 1.4390189618244142 39.00121057347411)",True,3,3
d94433a9-0da0-4fd5-af57-ddfb321fc525,487da0fa-b139-470b-9062-fc769b2808f4,3G,1085,1087,161.59,"LINESTRING (1.305319773 38.98952019, 1.309286074952894 38.98025891997847)",True,3,2
d94433a9-0da0-4fd5-af57-ddfb321fc525,c39c4afa-010e-41da-a1c4-020fe349c7a3,4G,1073,1074,105.48,"LINESTRING (1.305319773 38.98952019, 1.3172790345037946 38.98694453062616)",True,3,1
d94433a9-0da0-4fd5-af57-ddfb321fc525,0b7e128c-f459-4d22-815f-0e5edbf9bf06,3G,2568,2569,206.45,"LINESTRING (1.305319773 38.98952019, 1.2920899576282965 38.968846448477805)",True,3,3
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,513c3ccb-6937-45ba-8f49-e8b7bb12423a,4G,1368,1368,227.8,"LINESTRING (1.331319864 38.95013868, 1.3196026159899563 38.941873273730245)",True,3,2
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,6bcfa4f5-5adb-4667-9789-73b22a9a1af9,4G,1327,1327,68.49,"LINESTRING (1.331319864 38.95013868, 1.3455941961097526 38.9545135868109)",True,3,1
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,2406,2409,239.02,"LINESTRING (1.331319864 38.95013868, 1.3074686023842217 38.93899999540557)",True,3,3
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,651afcc4-0f76-4a75-bfde-3a06870320af,3G,621,623,74.24,"LINESTRING (1.517970918 39.11067597, 1.5248926836203216 39.11219097837116)",True,3,1
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,c5881d54-2dac-4a3e-ae5f-96e274ef6ff3,3G,847,849,86.65,"LINESTRING (1.517970918 39.11067597, 1.5277717420258916 39.11112045797932)",True,3,2
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,316c680a-a233-4552-a65b-c1e913f033d9,4G,3906,3911,229.45,"LINESTRING (1.517970918 39.11067597, 1.4835831271086062 39.08783409520887)",True,3,3
9197581a-d64d-40ee-964b-f6c1822fd28f,b73da8f1-6805-465c-813c-48d491331849,3G,979,979,75.21,"LINESTRING (1.408158651 38.97918087, 1.4191074273650623 38.98142782247335)",True,3,1
9197581a-d64d-40ee-964b-f6c1822fd28f,0222b6a7-350c-46b2-95fd-a3e1c61ee847,4G,2625,2625,96.11,"LINESTRING (1.408158651 38.97918087, 1.4383532678871531 38.97666489861615)",True,3,2
9197581a-d64d-40ee-964b-f6c1822fd28f,23131082-f9bf-4ab5-91b3-23111c4bf241,4G,2735,2735,112.8,"LINESTRING (1.408158651 38.97918087, 1.437323756024553 38.96964746065793)",True,3,3
563a183d-5d94-4e7f-810c-b5bf6d28a766,c792a57c-917b-4ecf-8e8f-c89f26361d6b,4G,538,539,2.9,"LINESTRING (1.307153307 38.93416638, 1.3074686023842217 38.93899999540557)",True,3,1
563a183d-5d94-4e7f-810c-b5bf6d28a766,9429f910-1d6b-4e52-8bb4-6f331d21e7ee,4G,8329,8330,32.41,"LINESTRING (1.307153307 38.93416638, 1.3588171033359042 38.99738951073758)",True,3,2
563a183d-5d94-4e7f-810c-b5bf6d28a766,51d1fd1e-9f9f-4306-86ce-b481ea158cbc,4G,9839,9839,22.96,"LINESTRING (1.307153307 38.93416638, 1.3515741537134394 39.01563357695425)",True,3,3
9b09549f-3f66-4a26-beda-db793cd49363,2fb90cc1-38d3-4aa7-951c-b9a823a63822,4G,11719,11721,61.61,"LINESTRING (1.246525267 38.96195614, 1.3658495004119788 39.01200672696945)",True,1,1
a7a55e1e-6078-4457-89fd-ab69814da42e,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,2869,2869,216.93,"LINESTRING (1.57884222 39.01508425, 1.5588949736709776 38.994459016552206)",True,2,1
a7a55e1e-6078-4457-89fd-ab69814da42e,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,4142,4142,223.1,"LINESTRING (1.57884222 39.01508425, 1.546099731137311 38.98788510647062)",True,2,2
85495887-5439-4f49-82a9-8e0a031b9dc4,ee9e81d8-fc1f-4eb0-96f1-ffb8de6628ee,4G,1287,1289,94.37,"LINESTRING (1.230029032 38.89004912, 1.2448530668583109 38.88916740038928)",True,2,1
85495887-5439-4f49-82a9-8e0a031b9dc4,227de9dd-240d-47c6-a2f6-91f1fc9a77e8,4G,3321,3323,14.81,"LINESTRING (1.230029032 38.89004912, 1.239843424607913 38.91892195006387)",True,2,2
798ec30c-be58-4b93-9ebb-e6979cf73336,1f80e199-c0dd-4090-944a-d857d689ee0f,3G,4117,4120,149.03,"LINESTRING (1.301800572 38.90393963, 1.3262742986742686 38.8721881823533)",True,2,1
798ec30c-be58-4b93-9ebb-e6979cf73336,4de24eb6-f9ad-4f93-95ea-d39d19d57de0,4G,8159,8161,106.46,"LINESTRING (1.301800572 38.90393963, 1.3922060476891158 38.88311876253912)",True,2,2
96f84def-7438-4e29-b45b-3368a83544ca,4ea23bde-9f03-4e96-871d-59276323e1c2,3G,465,465,90.96,"LINESTRING (1.540723947 38.98795524, 1.546099731137311 38.98788510647062)",True,3,1
96f84def-7438-4e29-b45b-3368a83544ca,19d2196d-3b4a-4dea-b5f2-ad9280714af0,3G,1601,1601,229.09,"LINESTRING (1.540723947 38.98795524, 1.5267274282618262 38.978525665695)",True,3,2
96f84def-7438-4e29-b45b-3368a83544ca,f7412e93-8fb4-4abf-a298-8fb0876a97f5,4G,1729,1729,65.27,"LINESTRING (1.540723947 38.98795524, 1.5588949736709776 38.994459016552206)",True,3,3
